query,mist_url,score,content,content_type,,rank,status 
,https://www.mist.com/documentation/switch-upgrade/,1.4828011,Switch Upgrade Firmware Availability,subtitle,,4,
,https://www.mist.com/documentation/may-11th-2021-updates/,1.4823017,May 11th 2021 Updates Switch Template,subtitle,,5,
which eap types are supported,,,,,,,
,https://www.mist.com/documentation/integration-ise-eap/,1.4667708,Integration with ISE for EAP,title,,1,
,https://www.mist.com/documentation/integration-ise-eap/,1.4321741,Mist Integration with ISE for EAP,snippet,,2,
,https://www.mist.com/documentation/may-30th-2018-updates/,1.3266052,May 30th 2018 Updates Multi-mode WLAN with EAP,subtitle,,3,
,https://www.mist.com/documentation/different-ap-firmware-tags-mean/,1.2862608,What do the different AP firmware tags mean?,title,,4,
,https://www.mist.com/documentation/what-is-the-difference-between-ap-deauthentication-and-client-deauthentication/,1.2798107,What is the difference between AP deauthentication and Client deauthentication?,title,,5,
how does ap tunnel traffic,,,,,,,
,https://www.mist.com/documentation/ap-connectivity-to-the-mist-cloud/,1.4485965,AP Connectivity to the Mist Cloud How does the AP determine that access to the cloud has been restored?,subtitle,,1,
,https://www.mist.com/documentation/aps-use-ip-addresses/,1.4321549,Why AP’s use multiple IP addresses,title,,2,
,https://www.mist.com/documentation/ap-connectivity-to-the-mist-cloud/,1.4163265,AP Connectivity to the Mist Cloud How do you detect cloud unreachability?,subtitle,,3,
,https://www.mist.com/documentation/ap41-operate-802-3af/,1.3958186,Do Mist APs operate under 802.3af? Operational Flow of the AP:,subtitle,,4,
,https://www.mist.com/documentation/ap-upgrades/,1.3903941,AP Upgrades What happens when an upgrade is scheduled for an AP but the AP is disconnected?,subtitle,,5,
split tunneling for guest access and corporate traffic,,,,,,,
,https://www.mist.com/documentation/june-30th-2021-updates/,1.5576298,We are making the Split Tunnel functionality required for remote work from home available for all users with the SUB-ME license. Split tunneling ensures that only specific matching destinations are tunneled to Mist Edge while the rest of the remote users traffic egresses through home broadband. This will help conserve network bandwidth at DC or DMZ by not tunneling the entire remote users traffic. To configure a Split Tunnel for your Mist Edge navigate to Organization > Mist Tunnels and select enable under Split Tunnel. Here you need to specify your DNS server subnet and Tunnel Gateway. For more details refer to the Mist Teleworker Guide that can be found here: https://www.mist.com/documentation/mist-edge-configuration-guides/,snippet,,1,
,https://www.mist.com/documentation/june-25th-2020-updates/,1.4844208,Split tunnels are now supported as a beta feature in the tunnel configurations. Select a Mist Tunnel and select enable on the Split Tunnel section. Here you can add DNS Servers (comma separated) Destination Subnets and the Tunnel Gateway.,snippet,,2,
,https://www.mist.com/documentation/ise-integration-guest-access/,1.4682107,ISE Integration for Guest Access,title,,3,
,https://www.mist.com/documentation/captive-portal-with-okta-sso/,1.4452872,Captive Portal with Okta SSO,title,,4,
,https://www.mist.com/documentation/ise-integration-guest-access/,1.4280952,Mist Integration with ISE for Guest Access,snippet,,5,
find me switch configuration,,,,,,,
,https://www.mist.com/documentation/switch-upgrade/,1.4800234,Switch Upgrade Switch Time check,subtitle,,1,
,https://www.mist.com/documentation/storm-control/,1.4715801,Storm Control Configuration on the Switch,subtitle,,2,
,https://www.mist.com/documentation/switch-upgrade/,1.4652984,Switch Upgrade,title,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.4218407,Switch Upgrade Preconditions,subtitle,,4,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.4191074,Best Practices for switch port configs,title,,5,
license keys,,,,,,,
,https://www.mist.com/documentation/dscp-mapping/,1.3316892,DSCP Mapping,title,,1,
,https://www.mist.com/documentation/radsec/,1.3278704,RadSec,title,,2,
,https://www.mist.com/documentation/subscriptions-and-activations/,1.310579,Subscriptions and Activations,title,,3,
,https://www.mist.com/documentation/subscriptions-and-activations/,1.3063668,Subscriptions and Activations Apply Activation Code,subtitle,,4,
,https://www.mist.com/documentation/ap33/,1.2943159,AP33,title,,5,
how do i configure owe,,,,,,,
,https://www.mist.com/documentation/mesh-configuration/,1.3732687,Mesh Configuration How to set up Mesh?,subtitle,,1,
,https://www.mist.com/documentation/ap-wired-port-configuration/,1.3388497,AP Wired Port Configuration,title,,2,
,https://www.mist.com/documentation/open-support-ticket-2/,1.3347484,How to open a support ticket,title,,3,
,https://www.mist.com/documentation/dynamic-port-configuration/,1.3328129,Dynamic Port Configuration,title,,4,
,https://www.mist.com/documentation/marvis-client-faq/,1.3278316,Marvis Client – Why do I need it? Setup Instructions?,subtitle,,5,
security setting ap scanning,,,,,,,
,https://www.mist.com/documentation/often-aps-ble-scan-collect-data-location/,1.5740908,APs scan every 800ms,snippet,,1,
,https://www.mist.com/documentation/scan-unauthorized-aps/,1.5498095,How we scan for unauthorized APs,title,,2,
,https://www.mist.com/documentation/often-aps-ble-scan-collect-data-location/,1.544677,APs scan every 420ms,snippet,,3,
,https://www.mist.com/documentation/wpa-2-eap802-1x-security/,1.4618722,WPA-2/EAP(802.1x) Security,title,,4,
,https://www.mist.com/documentation/ap-settings/,1.4421127,AP Settings,title,,5,
turn marvis enable please,,,,,,,
,https://www.mist.com/documentation/how-to-enable-app-visibility/,1.3797712,How to Enable App Visibility,title,,1,
,https://www.mist.com/documentation/daisy-chain-access-points/,1.3552217,For BT11s please look here:https://www.mist.com/documentation/daisy-chaining/,snippet,,2,
,https://www.mist.com/documentation/how-to-enable-app-visibility/,1.3281231,How to Enable App Visibility Prerequisites to Enable App Visibility,subtitle,,3,
,https://www.mist.com/documentation/how-to-enable-app-visibility/,1.3271538,How to Enable App Visibility Steps to Enable or Disable App Visibility,subtitle,,4,
,https://www.mist.com/documentation/marvis-client-app-setup-android-only/,1.3252498,Marvis Client/App Setup (Android Only),title,,5,
location of virus,,,,,,,
,https://www.mist.com/documentation/site-location/,1.5292786,Site Location,title,,1,
,https://www.mist.com/documentation/location-how-it-works/,1.4435278,Location – how it works,title,,2,
,https://www.mist.com/documentation/design-for-location/,1.4006522,Design for Location,title,,3,
,https://www.mist.com/documentation/location-introduction/,1.3789399,Location Introduction,title,,4,
,https://www.mist.com/documentation/site-security-configuration/,1.3713094,Site Security Configuration,title,,5,
rad sec,,,,,,,
,https://www.mist.com/documentation/ap33/,1.2796218,AP33,title,,1,
,https://www.mist.com/documentation/coa-dm-server/,1.2752757,COA/DM Server,title,,2,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.2482365,BT11,title,,3,
,https://www.mist.com/documentation/geofencing/,1.2454975,GEOFENCING,title,,4,
,https://www.mist.com/documentation/ports-enable-firewall/,1.2387526,,snippet,,5,
heat msp,,,,,,,
,https://www.mist.com/documentation/msp-level/,1.6007253,MSP Level,title,,1,
,https://www.mist.com/documentation/msp-ui-video/,1.4909279,MSP UI (Video),title,,2,
,https://www.mist.com/documentation/msp-level/,1.4662616,MSP Level How do I become an MSP partner?,subtitle,,3,
,https://www.mist.com/documentation/august-12th-2021-updates/,1.3965914,August 12th 2021 Updates New MSP Dashboard,subtitle,,4,
,https://www.mist.com/documentation/coa-dm-server/,1.3814883,COA/DM Server,title,,5,
problem gateways,,,,,,,
,https://www.mist.com/documentation/troubleshooting-gateways-srx/,1.6621199,Troubleshooting Gateways (SRX),title,,1,
,https://www.mist.com/documentation/troubleshooting-switches/,1.5505342,Troubleshooting Switches,title,,2,
,https://www.mist.com/documentation/bonjour-gateway/,1.5253123,Bonjour Gateway,title,,3,
,https://www.mist.com/documentation/roaming-issues/,1.516014,Roaming Issues,title,,4,
,https://www.mist.com/documentation/troubleshooting-gateways-srx/,1.4908148,Troubleshooting Gateways (SRX) 3. Ensure that the device can reach the gateway,subtitle,,5,
what the psk for stratus,,,,,,,
,https://www.mist.com/documentation/multi-psk/,1.4714534,Multi PSK,title,,1,
,https://www.mist.com/documentation/options-wep-tkip/,1.4059428,Where are the options for WEP and TKIP?,title,,2,
,https://www.mist.com/documentation/multi-psk/,1.4016794,Every PSK (Pre-shared Key) has a Key NameThis name is reported in the Mist Management platformAllows user level accountability with PSK simplicityIf a PSK is compromised there is no need to change every client.Multiple users allow any number to use the keySingle user ties this key to a specific MAC addressThere is a limit of 5000 PSKs per Site on the suggested firmware or 5000 PSKs per ORG if org level PSK is used Note: If you enter an email address as the key name that email address will receive an email with the passphrase.,snippet,,3,
,https://www.mist.com/documentation/tkip-security/,1.3897387,Please note: TKIP Encryption is not available by default. If you would like to use TKIP in your WLAN please contact us and we will enable this feature for you. WPA-2 with TKIP is enabled for compatibility with older clients that cannot be connected with the AES encryption protocol. If your device is compatible we recommend using WPA-2 with PSK (this uses AES) to configure your WLAN for maximum security. When setting up a new WLAN select the WPA-2 + TKIP option to configure your network using this protocol and encryption. Wikipedia,snippet,,4,
,https://www.mist.com/documentation/may-30th-2018-updates/,1.3819652,Multi-mode WLANs allow multiple security encryptions to be used simultaneously on a single SSID. Devices with different security options can connect to the same WLAN using their supported encryption method. With Multi-mode legacy devices and modern devices can connect to a single WLAN preventing the need of separate WLANs supporting different security options. Previously Multi-mode WLANs were limited to any combination of WPA WPA2 CCMP TKIP and WEP while using a PSK passphrase. This week we are extending the Multi-mode WLAN options by supporting EAP (802.1X) logins with WPA WPA2 CCMP and TKIP encryptions. To set up a Multi-mode WLAN create a new WLAN and expand the security options by clicking onMore Options. Here select Multi-mode/EAP(802.1X) and customize which encryption methods to configure your WLAN with. Be sure to add a RADIUS Authentication Server in order to finish setting up your WLAN. Note: Please contact Mist support to access this feature,snippet,,5,
routing beta,,,,,,,
,https://www.mist.com/documentation/june-30th-2021-updates/,1.5131614,June 30th 2021 Updates OSPF Areas and Routing [BETA],subtitle,,1,
,https://www.mist.com/documentation/june-30th-2021-updates/,1.4319707,We are introducing support for configuring OSPF (Open Shortest Path First) Areas and Routing in the UI this week as a Beta feature. OSPF Areas defines the areas the switch is a part of and what networks belong to it and Routing helps define the Router ID and toggles OSPF configurations for those areas. Configure OSPF in the Switch Details page (Switches > Select a Switch),snippet,,2,
,https://www.mist.com/documentation/october-2016-update/,1.4110898,October 2016 Update Beta,subtitle,,3,
,https://www.mist.com/documentation/custom-wlan-forwarding/,1.3933562,Custom WLAN Forwarding,title,,4,
,https://www.mist.com/documentation/wired-packet-capture/,1.3780086,Wired Packet Capture,title,,5,
grace health west,,,,,,,
,https://www.mist.com/documentation/bonjour-gateway/,1.3468983,Bonjour Gateway,title,,1,
,https://www.mist.com/documentation/wpa-2-eap802-1x-security/,1.2300854,WPA-2/EAP(802.1x) Security,title,,2,
,https://www.mist.com/documentation/mist-security/,1.2243987,Mist Security,title,,3,
,https://www.mist.com/documentation/daisy-chaining/,1.2215166,BT11 Daisy Chaining,title,,4,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.2159487,BT11 BT11,subtitle,,5,
authentication and association,,,,,,,
,https://www.mist.com/documentation/mac-authentication/,1.4348589,MAC Authentication,title,,1,
,https://www.mist.com/documentation/subscriptions-and-activations/,1.3799232,Subscriptions and Activations,title,,2,
,https://www.mist.com/documentation/connectivity-actions/,1.3683974,Connectivity Actions,title,,3,
,https://www.mist.com/documentation/site-management-connection/,1.3497185,Site Management Connection,title,,4,
,https://www.mist.com/documentation/two-factor-authentication-mobile-authenticator/,1.3394574,Two Factor Authentication (with Mobile Authenticator),title,,5,
location zones,,,,,,,
,https://www.mist.com/documentation/zones/,1.8462086,Zones,title,,1,
,https://www.mist.com/documentation/proximity-zones/,1.7599548,Proximity Zones,title,,2,
,https://www.mist.com/documentation/zones/,1.7138677,Zones Benefits of zones:,subtitle,,3,
,https://www.mist.com/documentation/site-location/,1.6524407,Site Location,title,,4,
,https://www.mist.com/documentation/zones/,1.459901,Zones Zones Notification using SDK,subtitle,,5,
how to check inventory,,,,,,,
,https://www.mist.com/documentation/asset-tracking/,1.4474903,Asset Tracking,title,,1,
,https://www.mist.com/documentation/asset-tracking/,1.4219679,Asset Tracking Notes,subtitle,,2,
,https://www.mist.com/documentation/paged-ap-inventory-api/,1.41939,Paged AP Inventory [API],title,,3,
,https://www.mist.com/documentation/asset-tracking/,1.4092742,Asset Tracking None,subtitle,,4,
,https://www.mist.com/documentation/asset-tracking/,1.4092742,Asset Tracking None,subtitle,,5,
how to fins switch health,,,,,,,
,https://www.mist.com/documentation/switch-upgrade/,1.4124328,Switch Upgrade Switch Time check,subtitle,,1,
,https://www.mist.com/documentation/switch-upgrade/,1.4040794,Switch Upgrade Steps to perform the Switch Upgrade:,subtitle,,2,
,https://www.mist.com/documentation/cleanup-procedure-for-switch-upgrade/,1.3945833,Cleanup Procedure for Switch Upgrade,title,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.374044,Switch Upgrade Preconditions,subtitle,,4,
,https://www.mist.com/documentation/switch-upgrade/,1.352941,Switch Upgrade,title,,5,
how to import config,,,,,,,
,https://www.mist.com/documentation/dynamic-port-configuration/,1.4238794,Dynamic Port Configuration,title,,1,
,https://www.mist.com/documentation/create-local-python-environment/,1.421318,Create a Local Python Environment,title,,2,
,https://www.mist.com/documentation/ap-config-persistence/,1.4168764,AP Config Persistence,title,,3,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.3871663,Best Practices for switch port configs,title,,4,
,https://www.mist.com/documentation/mesh-configuration/,1.3782885,Mesh Configuration How to set up Mesh?,subtitle,,5,
could i import config from switch,,,,,,,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.531788,Best Practices for switch port configs,title,,1,
,https://www.mist.com/documentation/storm-control/,1.4177084,Storm Control Configuration on the Switch,subtitle,,2,
,https://www.mist.com/documentation/mesh-configuration/,1.4165938,Mesh Configuration Is it possible to connect the switch to the mesh relay AP by wire and use it?,subtitle,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.4158857,Switch Upgrade Firmware Availability,subtitle,,4,
,https://www.mist.com/documentation/switch-upgrade/,1.4085436,Switch Upgrade Preconditions,subtitle,,5,
additional cli commands,,,,,,,
,https://www.mist.com/documentation/useful-marvis-queries/,1.3639287,Other useful Marvis queries,title,,1,
,https://www.mist.com/documentation/deleting-commands-from-juniper-switches/,1.3586975,Deleting commands from Juniper switches,title,,2,
,https://www.mist.com/documentation/adding-wayfinding-paths/,1.3226824,Adding Wayfinding Paths,title,,3,
,https://www.mist.com/documentation/ap-course-slide-2-ap41/,1.2978165,AP41 & A41(External) Additional Ethernet Module Port,subtitle,,4,
,https://www.mist.com/documentation/january-16th-2020-updates/,1.2976879,January 16th 2020 Updates Additional Functions for Network Admins,subtitle,,5,
configuration applying to switches matching certain conditions dditional cli commands,,,,,,,
,https://www.mist.com/documentation/june-25th-2020-updates/,1.3973252,We are very excited to announce that in addition to having a monitoring solution for switches on your site we are now rolling out the capability to make configuration changes to your switches directly from the Mist UI! Setting changes can be applied on a per-switch per-site and on a template basis. For supported switch models and firmware versions you may now make certain configuration changes on our dashboard GUI without the need for any CLI commands. Make configuration changes to areas including: Switch nameIP configuration (DHCP/Static)Port configurationRADIUSNTP We also include the option of entering CLI commands without the need to connect to the switch directly at all. Simply put in your command in the CLI configuration box and our cloud-ready switches will receive the changes. Please note that this feature is available by request only and compatible with these switch models and minimum firmwares: EX2300 EX3400: 18.2R3-S2 EX4300 EX4600 EX4650: 18.4R2-S2 Access the Switch Configuration page by navigating to Switches and selecting a Mist cloud-ready supported switch from your list.,snippet,,1,
,https://www.mist.com/documentation/qos-for-switches/,1.3812264,QoS for Switches Validating QoS setting from API,subtitle,,2,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.3575585,Best Practices for switch port configs Here are some recommended configurations for your switch ports to work seamlessly with the Mist APs:,subtitle,,3,
,https://www.mist.com/documentation/deleting-commands-from-juniper-switches/,1.3559887,Once you have any of your Juniper EX switches managed by Mist cloud environment it is advised not to make any configuration changes from the switch CLI rather make use of Site/Template/Rule-based/Additional CLI Commands. Just selecting a few commands from any CLI box and hitting backspace/delete button will not have these commands deleted from the switch. By doing this you will only remove the commands from the below API which has current switch configuration that is present on Mist UI dashboard. You will see a Config Changed by User event generated under switch insights. And there will be no response to this event for config change as you have not pushed any config change to the switch. The changes were only made on UI and not on the switch. For example As seen from below screenshot we do not see a UI_COMMIT_COMPLETED for config changed by user at 02:14 PM when the CLI commands were removed from UI since no commands were sent to switch. To remove any config from the switch we need to append delete for any command that needs to be deleted. As seen from below screenshot we have set and delete commands. As we hit save these commands will be sent to switch and we will see a response event for config change performed by user as UI_COMMIT_COMPLETED. These changes are usually performed within a minute but the UI may take some time to reflect these changes. We will also see system commit on the switch for this timeframe. These delete commands will also be updated in the below API call. Once these changes are pushed to the switch these commands will be deleted from the switch. Later if required you can select and remove these commands from the CLI commands box and the same will be reflected under API.,snippet,,4,
,https://www.mist.com/documentation/may-11th-2021-updates/,1.3557361,Use Switch Templates to help with configuring all of your switches in a manageable way especially if you have multiple sites with a large number of switches to look after. There are already a few existing ways to create a switch template and this week we are adding to that by allowing you to create templates directly from the Switch Details page. From the Utilities dropdown menu select Create Template. This will copy all of the existing switch configurations to a new template which may then be used to apply to other switches. To apply your Switch Configuration Template to a site go to your Switch Configuration page (Network > Switch Configuration) and select your desired site. Click into the site and at the top you may select a Configuration Template from the dropdown list. You may also select multiple sites from the list and apply a single template to them.,snippet,,5,
switch templates cli commands,,,,,,,
,https://www.mist.com/documentation/supported-switch-models/,1.5378808,Supported Switch Models,title,,1,
,https://www.mist.com/documentation/deleting-commands-from-juniper-switches/,1.4922069,Deleting commands from Juniper switches,title,,2,
,https://www.mist.com/documentation/switch-upgrade/,1.4513429,Switch Upgrade Preconditions,subtitle,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.4487417,Switch Upgrade Platforms supported:,subtitle,,4,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.434321,Best Practices for switch port configs,title,,5,
documentation on enterprise security,,,,,,,
,https://www.mist.com/documentation/virtual-chassis/,1.4320937,Virtual Chassis Related Documentation,subtitle,,1,
,https://www.mist.com/documentation/tkip-security/,1.4173589,TKIP Security,title,,2,
,https://www.mist.com/documentation/sle-api-documentation/,1.4076635,SLE API Documentation API Documentation:,subtitle,,3,
,https://www.mist.com/documentation/sle-api-documentation/,1.4032661,SLE API Documentation,title,,4,
,https://www.mist.com/documentation/example-use-cases/,1.3966799,Example Use Cases Access Mist Documentation,subtitle,,5,
documentation wpa certificates,,,,,,,
,https://www.mist.com/documentation/wep-security/,1.4441568,WEP Security,title,,1,
,https://www.mist.com/documentation/sle-api-documentation/,1.4147905,SLE API Documentation API Endpoints:,subtitle,,2,
,https://www.mist.com/documentation/sle-api-documentation/,1.4037452,SLE API Documentation,title,,3,
,https://www.mist.com/documentation/sle-api-documentation/,1.399941,SLE API Documentation Metrics/Classifiers:,subtitle,,4,
,https://www.mist.com/documentation/sle-api-documentation/,1.3993962,SLE API Documentation API Documentation:,subtitle,,5,
documentation connecting to corporate wifi with active directory password,,,,,,,
,https://www.mist.com/documentation/cannot-connect-wifi/,1.419636,Cannot connect to Wi-fi DHCP,subtitle,,1,
,https://www.mist.com/documentation/sponsored-guest-access-wlan/,1.4179198,Sponsored Guest Access WLAN,title,,2,
,https://www.mist.com/documentation/radsec/,1.4082216,API documentation which can be found here:https://api.mist.com/api/v1/docs/Home To use RadSec on your networks please follow these steps: Enable RadSec in your WLAN as the authentication type  once radsec is enabled auth_servers acct_servers and coa_server will be ignored. https://api.mist.com/api/v1/docs/Site#wlan Configure and add your CA certs to Org Settings  We use this to verify the RadSec server. https://api.mist.com/api/v1/docs/Org#org-settings Get the Mist-generated per-org CA cert. https://api.mist.com/api/v1/docs/Org#get-org-certificates,snippet,,3,
,https://www.mist.com/documentation/mist-wifi-troubleshooting/,1.3951324,Mist Wi-Fi Troubleshooting,title,,4,
,https://www.mist.com/documentation/july-25th-2019-updates/,1.3803113,Previously we introduced a fail-open option for guest portal WLANs when cloud connectivity goes down. This feature is now out of Beta and available for everyone to use. With this setting enabled your guest users will still be able to pass traffic when the portal is down as a result of an AP losing cloud connectivity. Without this feature enabled your guest portal will not be fully operational in the event of your AP getting disconnected from the cloud. Use the fail-open feature to provide a seamless WiFi for your guests. To enable fail open for guest WLANs navigate to Network > WLANS and create a guest portal WLAN (internal and external portal options both work). In this box enable the Bypass guest/external portal in case of exception to turn on the fail open feature.,snippet,,5,
vble is not worked,,,,,,,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.3468845,BT11 None,subtitle,,1,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.3468845,BT11 None,subtitle,,2,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.3468845,BT11 None,subtitle,,3,
,https://www.mist.com/documentation/ap-course-slide-5-bt11/,1.3468845,BT11 None,subtitle,,4,
,https://www.mist.com/documentation/guest-network-doesnt-work/,1.3265102,Guest Network doesn’t work,title,,5,
dncp error,,,,,,,
,https://www.mist.com/documentation/ap-course-slide-2-ap41/,1.2873243,AP41 & A41(External),title,,1,
,https://www.mist.com/documentation/mesh-configuration/,1.278898,Mesh Configuration,title,,2,
,https://www.mist.com/documentation/radsec/,1.2696944,RadSec API configuration,subtitle,,3,
,https://www.mist.com/documentation/cannot-connect-wifi/,1.2694302,Cannot connect to Wi-fi,title,,4,
,https://www.mist.com/documentation/troubleshooting-with-sles/,1.2675612,Troubleshooting with SLE’s,title,,5,
lag interface,,,,,,,
,https://www.mist.com/documentation/wired-packet-capture/,1.3728325,Wired Packet Capture,title,,1,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.3616687,Troubleshooting AP Disconnect Issues,title,,2,
,https://www.mist.com/documentation/radsec/,1.3565294,RadSec UI configuration,subtitle,,3,
,https://www.mist.com/documentation/wired-service-level-expectations-sle/,1.3420445,Wired Service Level Expectations (SLE) Interface Anomalies,subtitle,,4,
,https://www.mist.com/documentation/msp-ui-video/,1.3260763,MSP UI (Video),title,,5,
how to manage wlan with different wan?,,,,,,,
,https://www.mist.com/documentation/custom-wlan-forwarding/,1.6190267,Custom WLAN Forwarding,title,,1,
,https://www.mist.com/documentation/apply-multiple-wlans-aps/,1.5634402,Apply Multiple WLANs to APs,title,,2,
,https://www.mist.com/documentation/maximum-limit-multiple-passphrase-wlan/,1.549837,Maximum limit for Multiple passphrase WLAN,title,,3,
,https://www.mist.com/documentation/may-30th-2018-updates/,1.5129368,Multi-mode WLANs allow multiple security encryptions to be used simultaneously on a single SSID. Devices with different security options can connect to the same WLAN using their supported encryption method. With Multi-mode legacy devices and modern devices can connect to a single WLAN preventing the need of separate WLANs supporting different security options. Previously Multi-mode WLANs were limited to any combination of WPA WPA2 CCMP TKIP and WEP while using a PSK passphrase. This week we are extending the Multi-mode WLAN options by supporting EAP (802.1X) logins with WPA WPA2 CCMP and TKIP encryptions. To set up a Multi-mode WLAN create a new WLAN and expand the security options by clicking onMore Options. Here select Multi-mode/EAP(802.1X) and customize which encryption methods to configure your WLAN with. Be sure to add a RADIUS Authentication Server in order to finish setting up your WLAN. Note: Please contact Mist support to access this feature,snippet,,4,
,https://www.mist.com/documentation/vlans-static-dynamic/,1.5074977,Configuring a WLAN using dynamic VLANs allows you to assign different users to different VLANs depending on the password provided when connecting to the SSID.,snippet,,5,
i need configuration guide on juniper ex3400,,,,,,,
,https://www.mist.com/documentation/may-20th-2021-updates/,1.5846982,To help provide a better understanding of all configurations running on your Juniper switch we have added the ability to download your switch configuration as an easy to read text file. This allows you to view all of the details in a Junos config format  your text file will contain your configurations in this format: Access the switch configuration file in the Switch Details page by selecting Junos Config in the Utilities drop down menu. The Junos Config file returned will be the intended configuration of the switch.,snippet,,1,
,https://www.mist.com/documentation/virtual-chassis/,1.543089,Juniper Virtual Chassis Best Practices Guide,snippet,,2,
,https://www.mist.com/documentation/deleting-commands-from-juniper-switches/,1.5377339,Deleting commands from Juniper switches,title,,3,
,https://www.mist.com/documentation/august-12th-2021-updates/,1.5153216,You now have the ability to configure static routes on your supported Juniper EX switches. The switch uses static routes when The switch does not have a route to a destination that has a better (lower) preference value.The switch cannot determine the route to a destination.The switch is forwarding unroutable packets. In the Switch Details page (Switches > Select a switch) find the Static Route section. Here you can configure your static route either by Subnet or Network. To configure by Subnet enter in your Destination IP address in the CIDR format as well as the Next Hop IP Address. To configure by Network select from the dropdown list. Make sure to create/add subnet for the VLAN ID network you intend to use for the static route. Also add a Next Hop IP Address. Other Areas where Static Routes can be configured: Site level  Navigate to Network > Switch Configuration to select the site where you wish to configure static routes. Org Template level  Navigate to Organization > Switch Template and select a template to configure your static routes.,snippet,,4,
,https://www.mist.com/documentation/adopting-a-juniper-ex-switch/,1.5085233,Adopting a Juniper EX Switch – Video,title,,5,
add ospf,,,,,,,
,https://www.mist.com/documentation/june-30th-2021-updates/,1.5379635,We are introducing support for configuring OSPF (Open Shortest Path First) Areas and Routing in the UI this week as a Beta feature. OSPF Areas defines the areas the switch is a part of and what networks belong to it and Routing helps define the Router ID and toggles OSPF configurations for those areas. Configure OSPF in the Switch Details page (Switches > Select a Switch),snippet,,1,
,https://www.mist.com/documentation/adding-wayfinding-paths/,1.4932812,Adding Wayfinding Paths,title,,2,
,https://www.mist.com/documentation/june-30th-2021-updates/,1.4439999,June 30th 2021 Updates OSPF Areas and Routing [BETA],subtitle,,3,
,https://www.mist.com/documentation/marvis-missing-vlans/,1.4405394,Missing VLANs,title,,4,
,https://www.mist.com/documentation/adding-a-floorplan/,1.4153938,Adding a Floorplan,title,,5,
how do you forget ap,,,,,,,
,https://www.mist.com/documentation/claiming-aps/,1.3882593,Claiming APs How can I release an AP from my organization?,subtitle,,1,
,https://www.mist.com/documentation/mist-ai-mobile-app/,1.3281826,When selecting an AP from AP inventory or Site you can navigate to the AP detail page. You can update the AP name set it on the floor-plan and edit both the placement and orientation of the AP. By clicking Save AP changes will reflect on the Mist Portal. Locate  This can be used to verify the AP placement. On click locate the LEDs on the physical AP will start blinking green and purple. Unlocate will help stop blinking.Name  change the AP name. By default the AP name would be a mac address if not set.Status  current AP status (connected or disconnected)Mac address  displays AP mac addressUptime  display how long the AP has been up hh:mm:ss format.Version  AP firmware version Map  if AP is not assigned to a map it will show place on the map otherwise map name. You can place or Verify the AP location on the floor map.Position: When selecting an AP you can set it on the floor-plan and edit both the placement and orientation of the AP push Set to save and apply the changes. Height: You can change the AP height in meters or feet. By default the height is set to 2.75m.Site: Show the site to which the AP is assigned.Labels: You can create labels/tags to help filter APs.Notes: You can add notes to mark down troubled areas. Replace device: This function allows the user to copy the entire configuration of an old AP (location settings) onto a new AP. Show AP Photos: You can upload up to 3 photos. This will also reflect on the Mist UI dashboard.Remove from map: This will remove the AP from the floor map. However AP will still be in the assigned AP list. Unassign AP: This will remove the AP from the site and move it to the unassigned AP list in the AP inventory.Unclaim AP: This will release/remove the AP from the Org.,snippet,,2,
,https://www.mist.com/documentation/claiming-aps/,1.3280519,Claiming APs While claiming the AP I am getting the error message AP belongs to another Org. What does this mean and how do I fix it?,subtitle,,3,
,https://www.mist.com/documentation/claiming-aps/,1.3276857,Claiming APs How can I assign my AP to a different site in my organization?,subtitle,,4,
,https://www.mist.com/documentation/claiming-aps/,1.3164715,Claiming APs How can I download the list of APs in my organization?,subtitle,,5,
reload 2.4 ghz radios,,,,,,,
,https://www.mist.com/documentation/ap-course-slide-2-ap41/,1.6417774,2.4 GHz .11n5 GHz .11ac Wave 2Dual Band Security Radio,snippet,,1,
,https://www.mist.com/documentation/march-25th-2021-updates/,1.5519537,March 25th 2021 Updates Dual 5 GHz Radio Support,subtitle,,2,
